area,contours,radius,hull_radius,centroid_x,centroid_y,weight_0_1,weight_0_2,weight_0_3,weight_0_4,weight_0_5,weight_0_6,weight_0_7,weight_1_1,weight_1_2,weight_1_3,weight_1_4,weight_1_5,weight_1_6,weight_1_7,weight_2_1,weight_2_2,weight_2_3,weight_2_4,weight_2_5,weight_2_6,weight_3_1,weight_3_2,weight_3_3,weight_3_4,weight_3_5,weight_3_6,weight_4_1,weight_4_2,weight_4_3,weight_4_4,weight_4_5,weight_4_6,weight_5_1,weight_5_2,weight_5_3,weight_5_4,weight_5_5,weight_5_6,weight_6_1,weight_6_2,weight_6_3,weight_6_4,weight_6_5,weight_6_6,weight_6_7,weight_7_1,weight_7_2,weight_7_3,weight_7_4,weight_7_5,weight_7_6,weight_7_7,num_holes,label
255.0,44,10.5889326973,14.9812312475,18.868627451,16.2862745098,0.0,14.0,16.0,16.0,10.0,0.0,0.0,0.0,6.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,7.0,16.0,13.0,0.0,0.0,0.0,8.0,12.0,16.0,7.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,10.0,0.0,0.0,11.0,16.0,0.0,0.0,14.0,16.0,16.0,16.0,11.0,0.0,0,3
451.5,36,12.7872871999,13.3305993925,15.7290513104,16.0826873385,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,14.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,8.0,7.0,12.0,0.0,0.0,8.0,8.0,0.0,12.0,0.0,0.0,8.0,8.0,0.0,16.0,0.0,0.0,9.0,7.0,0.0,16.0,0.0,7.0,15.0,0.0,0.0,0.0,6.0,16.0,16.0,8.0,0.0,0.0,1,0
234.5,48,10.6659493884,14.6039578241,16.6766169154,15.8606965174,0.0,11.0,16.0,14.0,0.0,0.0,0.0,0.0,16.0,9.0,12.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,12.0,16.0,12.0,7.0,0.0,0.0,12.0,16.0,8.0,10.0,16.0,0.0,0,2
262.5,43,9.84265593647,14.7030344197,14.1225396825,16.5282539683,0.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,8.0,16.0,15.0,13.0,16.0,6.0,0.0,0.0,16.0,16.0,14.0,6.0,0.0,0.0,0,2
237.0,58,9.26633415452,12.2177834657,14.55907173,17.6195499297,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,9.0,10.0,16.0,0.0,6.0,15.0,10.0,11.0,16.0,16.0,16.0,14.0,0.0,0.0,0.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0,4
285.5,47,10.6386456834,13.2121184767,16.2965557501,19.1488616462,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,16.0,12.0,8.0,0.0,0.0,0.0,15.0,16.0,16.0,16.0,8.0,0.0,8.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,0.0,1,6
232.5,59,9.78187449375,12.6291152209,14.8050179211,16.6200716846,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,11.0,14.0,12.0,13.0,0.0,7.0,16.0,0.0,8.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0,4
212.0,38,8.45371701782,13.8967578537,14.1485849057,14.5738993711,0.0,7.0,16.0,16.0,12.0,0.0,0.0,0.0,16.0,16.0,14.0,8.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0,5
329.5,35,11.2541345238,13.295577386,18.7491148204,12.1729893778,0.0,0.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,14.0,12.0,12.0,16.0,0.0,0.0,15.0,16.0,0.0,10.0,16.0,6.0,16.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,7.0,16.0,6.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,1,4
200.0,62,9.73384187462,12.9425022723,15.8183333333,18.2,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,6.0,11.0,0.0,6.0,6.0,0.0,14.0,0.0,0.0,9.0,7.0,9.0,8.0,0.0,0.0,16.0,0.0,7.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,4
225.5,40,9.08143908437,13.6097888335,13.903917221,13.8470066519,0.0,7.0,16.0,16.0,12.0,0.0,0.0,0.0,16.0,16.0,13.0,6.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,9.0,16.0,11.0,0.0,0.0,0.0,0.0,9.0,16.0,6.0,0.0,0.0,0.0,0,5
306.5,55,10.2147011798,13.9755241445,16.7406199021,15.5976073953,0.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,13.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,14.0,16.0,13.0,0.0,0.0,7.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,6.0,16.0,9.0,0.0,13.0,8.0,13.0,16.0,0.0,0.0,0.0,14.0,16.0,16.0,7.0,0.0,0.0,0,3
280.0,49,10.3337536054,14.8595246694,16.6285714286,13.2154761905,0.0,13.0,16.0,16.0,16.0,16.0,0.0,0.0,10.0,12.0,12.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,12.0,15.0,16.0,14.0,0.0,12.0,13.0,16.0,11.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0,7
321.5,30,10.5805083766,12.6056177324,15.8356661483,16.5375842405,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,15.0,0.0,0.0,12.0,16.0,16.0,16.0,0.0,9.0,16.0,16.0,16.0,16.0,0.0,8.0,16.0,16.0,16.0,15.0,8.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0,4
317.5,42,11.64933864,12.8471857941,15.76167979,18.7443569554,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,8.0,6.0,0.0,0.0,16.0,16.0,11.0,12.0,6.0,0.0,16.0,7.0,0.0,8.0,11.0,0.0,11.0,11.0,0.0,14.0,10.0,0.0,0.0,0.0,12.0,16.0,12.0,0.0,0.0,1,6
272.5,40,10.1830727323,13.8376922092,16.7357798165,11.7681957187,0.0,0.0,16.0,16.0,8.0,0.0,0.0,0.0,15.0,16.0,16.0,14.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,14.0,0.0,6.0,0.0,10.0,16.0,6.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,9
388.5,36,11.6938343071,12.4386678254,15.7061347061,15.9326469326,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,11.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,13.0,8.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,11.0,13.0,15.0,11.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,1,0
326.0,43,10.1199301361,13.3176748713,15.5199386503,15.6646216769,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,14.0,0.0,0.0,0.0,7.0,7.0,0.0,13.0,0.0,0.0,0.0,16.0,16.0,6.0,0.0,0.0,9.0,16.0,13.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,16.0,12.0,0.0,0.0,2,8
224.0,38,9.32031741234,14.4122016977,14.8727678571,16.2745535714,0.0,9.0,16.0,14.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,14.0,0.0,0.0,0.0,7.0,16.0,16.0,10.0,0.0,0.0,0,2
270.0,48,10.389081362,13.3520211161,16.2234567901,19.0919753086,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,16.0,6.0,0.0,8.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,0.0,0,6
250.5,51,10.7251029615,14.5600859513,17.0465735196,15.0439121756,0.0,7.0,16.0,14.0,0.0,0.0,0.0,10.0,16.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0,8.0,16.0,10.0,0.0,0.0,8.0,16.0,16.0,14.0,0.0,0.0,0,3
231.0,36,11.1437034499,12.6495187849,16.2546897547,13.0995670996,0.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,7.0,8.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0,9
285.5,41,10.0234000218,12.2280731063,18.5353181553,14.6573263281,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,9.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,0.0,0.0,0.0,14.0,16.0,16.0,7.0,0.0,0.0,0.0,13.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,8.0,16.0,10.0,0.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0,9
270.0,47,11.0108217806,12.9303561315,14.4382716049,19.9222222222,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,10.0,0.0,0.0,0.0,16.0,16.0,8.0,14.0,8.0,0.0,16.0,16.0,12.0,15.0,11.0,0.0,0.0,0.0,16.0,16.0,7.0,0.0,0.0,1,6
289.0,60,9.73141118411,13.6642323919,16.0657439446,17.3143021915,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,9.0,0.0,0.0,15.0,0.0,9.0,15.0,0.0,15.0,12.0,0.0,14.0,10.0,15.0,16.0,16.0,16.0,16.0,0.0,10.0,9.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0,4
228.5,43,8.71480375744,14.511869963,14.1838074398,15.1991247265,0.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,13.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,12.0,15.0,10.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,0,2
317.5,37,10.8064062569,14.9094272912,14.5464566929,13.9081364829,0.0,14.0,16.0,12.0,14.0,0.0,0.0,0.0,16.0,12.0,12.0,16.0,6.0,0.0,0.0,12.0,12.0,13.0,13.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,6.0,16.0,9.0,0.0,0.0,0.0,15.0,16.0,12.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,1,8
268.0,27,10.4450831207,14.1503644646,17.5074626866,14.9042288557,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,0.0,10.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,9.0,0.0,0,1
263.0,47,9.58777884123,13.0110298344,18.1628643853,13.8960709759,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,13.0,8.0,0.0,6.0,16.0,0.0,8.0,16.0,0.0,16.0,16.0,16.0,16.0,13.0,0.0,8.0,8.0,14.0,16.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0,4
253.0,54,9.53116833951,15.3381554304,15.4492753623,14.779314888,0.0,14.0,16.0,16.0,9.0,0.0,0.0,8.0,14.0,10.0,16.0,8.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,9.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,16.0,16.0,16.0,0.0,0.0,0,3
286.5,62,10.8151832066,15.5171078547,15.9662594532,14.5677719604,0.0,11.0,16.0,16.0,16.0,16.0,6.0,0.0,16.0,14.0,6.0,0.0,0.0,0.0,0.0,16.0,15.0,10.0,0.0,0.0,0.0,8.0,11.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,7.0,9.0,0.0,0.0,12.0,8.0,6.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0,16.0,16.0,14.0,0.0,0.0,0,5
199.0,55,9.23979378396,13.4407842178,15.5829145729,12.1599664992,0.0,0.0,12.0,16.0,16.0,9.0,0.0,0.0,16.0,16.0,11.0,8.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,9.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0,5
