,area,contours,radius,circle_dist,rect_dist,hull_radius,aspect_ratio,centroid_x,centroid_y,angle,weight_0_0,weight_0_1,weight_0_2,weight_0_3,weight_1_0,weight_1_1,weight_1_2,weight_1_3,weight_2_0,weight_2_1,weight_2_2,weight_2_3,weight_3_0,weight_3_1,weight_3_2,weight_3_3,num_holes,label
10,387.5,45,11.3014877021,0.51824006263,0.0971497669881,14.295739733,0.591194875841,16.4008602151,16.1776344086,78.6900672913,5.0,46.0,32.0,0.0,14.0,38.0,45.0,3.0,0.0,29.0,54.0,5.0,0.0,37.0,52.0,26.0,2,8
11,234.5,43,9.97004706354,1.34784342431,0.00521073627444,13.7513076075,0.499274260552,15.8351101635,15.4818763326,85.0302591324,0.0,55.0,38.0,0.0,0.0,48.0,16.0,0.0,0.0,12.0,39.0,6.0,0.0,38.0,56.0,2.0,0,5
12,279.5,48,9.67667106674,0.754512322806,0.148073022312,12.6089705983,0.586206896552,16.9582587955,13.4496124031,90.0,0.0,42.0,55.0,1.0,0.0,37.0,64.0,8.0,0.0,26.0,50.0,9.0,0.0,36.0,10.0,0.0,0,7
13,257.0,58,9.65232421216,0.716197243914,0.0576184047022,13.3429193771,1.57097800945,15.0207522698,13.6180285344,-86.6335449219,3.0,58.0,40.0,6.0,12.0,58.0,21.0,0.0,0.0,5.0,46.0,5.0,0.0,44.0,28.0,0.0,0,5
14,432.0,34,12.0107913829,0.665267662124,0.101633393829,12.9597748816,0.655172413793,15.9517746914,15.8599537037,90.0,0.0,50.0,40.0,0.0,7.0,46.0,26.0,6.0,2.0,38.0,19.0,18.0,0.0,38.0,52.0,4.0,1,0
15,335.5,35,10.9554927175,0.738478935946,0.151097722553,14.2807434986,0.637623763777,15.7054148038,16.8569299553,86.6335391998,1.0,40.0,20.0,0.0,0.0,34.0,28.0,0.0,0.0,33.0,38.0,3.0,0.0,36.0,33.0,19.0,2,8
16,242.5,54,9.78703829651,0.591898548689,0.0741261187277,13.9295321498,1.5830507327,16.1725085911,14.5766323024,-82.4053573608,2.0,42.0,40.0,17.0,9.0,45.0,41.0,3.0,0.0,0.0,31.0,10.0,4.0,47.0,42.0,0.0,0,5
17,232.0,61,9.59512499125,0.339355167915,0.15410757712,12.6596505221,1.36036040188,15.6264367816,16.9820402299,-59.036239624,0.0,13.0,26.0,0.0,0.0,40.0,19.0,12.0,15.0,55.0,55.0,4.0,0.0,12.0,35.0,1.0,0,4
18,247.5,46,9.54749727319,0.550676103098,0.181756642253,13.797069994,0.633903136692,15.6397306397,13.9831649832,87.6140561104,1.0,60.0,37.0,0.0,0.0,15.0,53.0,2.0,0.0,38.0,42.0,8.0,0.0,51.0,2.0,0.0,0,7
19,354.5,45,10.8654793331,0.795774715459,0.0235934664247,13.6268842185,0.655172413793,16.0785143394,13.9896567936,90.0,4.0,48.0,54.0,5.0,7.0,48.0,50.0,6.0,0.0,7.0,49.0,1.0,5.0,56.0,55.0,0.0,1,9
20,209.0,60,9.49892465076,1.0492436989,0.0670498084291,14.1232372505,0.620689655172,14.6578947368,16.1188197767,90.0,0.0,32.0,52.0,0.0,2.0,18.0,31.0,0.0,2.0,38.0,3.0,0.0,12.0,41.0,46.0,0.0,0,2
21,255.0,44,10.5889326973,0.862619791558,0.0362068965517,14.9812312475,0.689655172414,18.868627451,16.2862745098,90.0,0.0,41.0,50.0,3.0,0.0,7.0,53.0,3.0,0.0,8.0,37.0,22.0,0.0,44.0,47.0,28.0,0,3
22,451.5,36,12.7872871999,0.728929639361,0.0948275862069,13.3305993925,0.689655172414,15.7290513104,16.0826873385,90.0,0.0,53.0,32.0,2.0,11.0,44.0,40.0,16.0,8.0,28.0,17.0,15.0,1.0,43.0,46.0,4.0,1,0
23,234.5,48,10.6659493884,0.610313170204,0.0576132438995,14.6039578241,0.589136413187,16.6766169154,15.8606965174,82.568590641,3.0,52.0,40.0,0.0,5.0,24.0,36.0,0.0,0.0,1.0,41.0,0.0,0.0,44.0,46.0,23.0,0,2
24,262.5,43,9.84265593647,0.786225418874,0.0834845735027,14.7030344197,0.655172413793,14.1225396825,16.5282539683,90.0,6.0,61.0,31.0,0.0,0.0,23.0,31.0,0.0,1.0,47.0,4.0,0.0,11.0,63.0,49.0,6.0,0,2
25,237.0,58,9.26633415452,0.331463187266,0.155205606124,12.2177834657,1.4489796635,14.55907173,17.6195499297,-61.389541626,0.0,27.0,20.0,0.0,7.0,37.0,5.0,9.0,21.0,48.0,51.0,10.0,2.0,23.0,40.0,0.0,0,4
26,285.5,47,10.6386456834,0.512978742197,0.179514252491,13.2121184767,0.575757573911,16.2965557501,19.1488616462,71.5650501251,0.0,24.0,28.0,0.0,0.0,47.0,3.0,0.0,2.0,59.0,44.0,8.0,0.0,32.0,40.0,35.0,1,6
27,232.5,59,9.78187449375,0.326201866833,0.154534682074,12.6291152209,1.454861251,14.8050179211,16.6200716846,-61.6992454529,0.0,29.0,18.0,0.0,8.0,40.0,11.0,16.0,20.0,49.0,52.0,5.0,0.0,15.0,33.0,0.0,0,4
28,212.0,38,8.45371701782,1.65001451205,0.0492610837438,13.8967578537,0.48275862069,14.1485849057,14.5738993711,90.0,0.0,55.0,50.0,0.0,0.0,40.0,1.0,0.0,0.0,29.0,22.0,0.0,0.0,56.0,21.0,0.0,0,5
29,329.5,35,11.2541345238,0.447212236787,0.253918495298,13.295577386,0.758620689655,18.7491148204,12.1729893778,90.0,0.0,18.0,51.0,37.0,9.0,63.0,46.0,31.0,0.0,7.0,45.0,8.0,0.0,0.0,48.0,0.0,1,4
30,200.0,62,9.73384187462,0.735295837085,0.218326255054,12.9425022723,1.52040814605,15.8183333333,18.2,-78.690071106,0.0,4.0,37.0,0.0,0.0,32.0,17.0,6.0,10.0,24.0,28.0,11.0,8.0,38.0,47.0,3.0,0,4
31,225.5,40,9.08143908437,1.18371488925,0.125,13.6097888335,0.551724137931,13.903917221,13.8470066519,90.0,5.0,55.0,47.0,0.0,1.0,51.0,6.0,0.0,0.0,29.0,25.0,0.0,0.0,50.0,17.0,0.0,0,5
32,306.5,55,10.2147011798,0.767126825703,0.0508166969147,13.9755241445,0.655172413793,16.7406199021,15.5976073953,90.0,5.0,57.0,48.0,0.0,1.0,20.0,54.0,2.0,0.0,23.0,53.0,11.0,2.0,51.0,52.0,5.0,0,3
33,280.0,49,10.3337536054,0.431044637541,0.146981995458,14.8595246694,1.5807561292,16.6285714286,13.2154761905,-77.9052429199,0.0,51.0,60.0,34.0,0.0,0.0,41.0,7.0,15.0,56.0,48.0,3.0,0.0,44.0,2.0,0.0,0,7
34,321.5,30,10.5805083766,0.378815071161,0.186743708338,12.6056177324,1.37741051057,15.8356661483,16.5375842405,-60.6422462463,0.0,15.0,32.0,0.0,0.0,45.0,63.0,0.0,17.0,64.0,63.0,11.0,1.0,20.0,41.0,0.0,0,4
35,317.5,42,11.64933864,0.665267662124,0.120105023872,12.8471857941,0.610932570797,15.76167979,18.7443569554,73.3007583618,0.0,32.0,24.0,0.0,3.0,43.0,14.0,1.0,6.0,55.0,32.0,17.0,0.0,34.0,47.0,13.0,1,6
36,272.5,40,10.1830727323,0.531393363712,0.26035087832,13.8376922092,1.53508775866,16.7357798165,11.7681957187,-59.0362510681,2.0,50.0,54.0,5.0,4.0,43.0,58.0,21.0,0.0,5.0,44.0,0.0,0.0,34.0,10.0,0.0,0,9
37,388.5,36,11.6938343071,0.840966859794,0.145593869732,12.4386678254,0.620689655172,15.7061347061,15.9326469326,90.0,0.0,42.0,22.0,0.0,0.0,37.0,28.0,5.0,1.0,32.0,33.0,13.0,0.0,41.0,43.0,0.0,1,0
38,326.0,43,10.1199301361,0.939210651826,0.00341142558789,13.3176748713,1.87898095238,15.5199386503,15.6646216769,-84.2894058228,0.0,36.0,38.0,0.0,0.0,34.0,38.0,3.0,1.0,43.0,27.0,0.0,1.0,33.0,44.0,0.0,2,8
39,224.0,38,9.32031741234,1.64351839193,0.051724137931,14.4122016977,0.48275862069,14.8727678571,16.2745535714,90.0,0.0,52.0,30.0,0.0,0.0,28.0,26.0,0.0,0.0,40.0,5.0,0.0,0.0,50.0,56.0,0.0,0,2
40,270.0,48,10.389081362,0.534024023928,0.197786106635,13.3520211161,0.575255086406,16.2234567901,19.0919753086,68.6293792725,0.0,27.0,24.0,0.0,0.0,52.0,3.0,0.0,5.0,50.0,34.0,6.0,0.0,29.0,62.0,39.0,0,6
41,250.5,51,10.7251029615,0.560330626092,0.0245840187131,14.5600859513,0.575671874012,17.0465735196,15.0439121756,80.1341934204,11.0,55.0,42.0,0.0,0.0,4.0,51.0,0.0,0.0,3.0,50.0,5.0,0.0,35.0,54.0,10.0,0,3
42,231.0,36,11.1437034499,0.652535266677,0.119782214156,12.6495187849,0.655172413793,16.2546897547,13.0995670996,90.0,9.0,64.0,37.0,2.0,0.0,15.0,46.0,10.0,0.0,0.0,41.0,1.0,2.0,47.0,21.0,0.0,0,9
43,285.5,41,10.0234000218,1.25334517685,0.049462458323,12.2280731063,0.527419404598,18.5353181553,14.6573263281,87.2736890316,0.0,42.0,40.0,0.0,0.0,37.0,64.0,9.0,0.0,4.0,45.0,22.0,0.0,17.0,56.0,13.0,0,9
44,270.0,47,11.0108217806,0.67481695871,0.18656707156,12.9303561315,0.597014883569,14.4382716049,19.9222222222,63.4349498749,0.0,42.0,0.0,0.0,2.0,36.0,0.0,0.0,9.0,61.0,36.0,8.0,2.0,53.0,50.0,11.0,1,6
45,289.0,60,9.73141118411,0.293824510323,0.0673453411555,13.6642323919,1.55704684411,16.0657439446,17.3143021915,-60.255115509,0.0,9.0,44.0,0.0,0.0,28.0,28.0,26.0,20.0,59.0,49.0,13.0,11.0,25.0,44.0,0.0,0,4
46,228.5,43,8.71480375744,0.998156927045,0.0173027844484,14.511869963,0.488479281433,14.1838074398,15.1991247265,81.8698978424,6.0,56.0,38.0,0.0,5.0,23.0,28.0,0.0,0.0,39.0,7.0,0.0,0.0,55.0,46.0,3.0,0,2
47,317.5,37,10.8064062569,0.748028232532,0.122389645817,14.9094272912,1.74559180181,14.5464566929,13.9081364829,-85.0302581787,0.0,58.0,54.0,7.0,0.0,44.0,41.0,1.0,1.0,53.0,21.0,0.0,6.0,60.0,15.0,0.0,1,8
48,268.0,27,10.4450831207,0.426166955056,0.219175737213,14.1503644646,0.671711298737,17.5074626866,14.9042288557,86.0548141003,0.0,1.0,62.0,4.0,12.0,50.0,59.0,0.0,1.0,12.0,59.0,0.0,0.0,0.0,60.0,9.0,0,1
49,263.0,47,9.58777884123,0.486672140033,0.149698270942,13.0110298344,1.74358965386,18.1628643853,13.8960709759,-63.4349517822,0.0,19.0,34.0,22.0,0.0,54.0,45.0,30.0,0.0,16.0,55.0,3.0,0.0,14.0,34.0,0.0,0,4
50,253.0,54,9.53116833951,0.821239506354,0.00409530666826,15.3381554304,0.612334790116,15.4492753623,14.779314888,87.5104472637,9.0,54.0,49.0,0.0,1.0,39.0,21.0,0.0,0.0,36.0,37.0,0.0,2.0,32.0,53.0,8.0,0,3
51,286.5,62,10.8151832066,0.539358418256,0.0570673382896,15.5171078547,1.36962026969,15.9662594532,14.5677719604,-86.8201675415,2.0,57.0,39.0,23.0,5.0,50.0,45.0,3.0,7.0,10.0,29.0,16.0,6.0,46.0,45.0,7.0,0,5
52,199.0,55,9.23979378396,0.678000057571,0.152450090744,13.4407842178,0.655172413793,15.5829145729,12.1599664992,90.0,2.0,49.0,51.0,11.0,1.0,51.0,10.0,0.0,0.0,1.0,41.0,0.0,0.0,27.0,23.0,0.0,0,5
53,292.0,46,10.8249921457,0.665267662124,0.188747731397,13.0866602338,0.655172413793,15.5359589041,19.4109589041,90.0,0.0,38.0,4.0,0.0,2.0,40.0,6.0,0.0,3.0,64.0,48.0,14.0,0.0,43.0,53.0,13.0,1,6
54,262.5,46,9.73843668817,0.557699965876,0.196972214125,13.8782960254,1.74576274825,14.380952381,13.086984127,-71.5650482178,1.0,47.0,63.0,19.0,18.0,48.0,2.0,0.0,0.0,34.0,32.0,0.0,0.0,45.0,18.0,0.0,0,5
55,270.5,58,10.7492297483,0.824422605216,0.00362976406534,14.5902730735,0.655172413793,16.5317313617,14.4319162046,90.0,10.0,60.0,51.0,1.0,1.0,22.0,47.0,1.0,0.0,6.0,48.0,9.0,5.0,42.0,47.0,4.0,0,3
56,232.0,45,9.70690913219,0.802140913183,0.162068965517,14.3999882328,0.689655172414,12.4813218391,13.3031609195,90.0,16.0,58.0,52.0,9.0,12.0,35.0,0.0,0.0,0.0,50.0,3.0,0.0,7.0,60.0,5.0,0.0,0,5
57,255.0,40,10.4168421975,0.595239487164,0.2449766827,12.9323788088,1.60164823733,17.9934640523,11.3692810458,-78.1113433838,0.0,24.0,44.0,22.0,5.0,45.0,48.0,6.0,0.0,0.0,35.0,3.0,0.0,0.0,37.0,0.0,1,9
58,412.5,31,12.1558994413,0.633436673506,0.127041742287,12.7278518074,0.655172413793,16.2113131313,14.9785858586,90.0,0.0,49.0,51.0,1.0,9.0,57.0,29.0,14.0,0.0,32.0,22.0,10.0,0.0,35.0,40.0,2.0,1,0
59,427.0,33,12.1165855062,0.98243792032,0.0766283524904,12.6840521974,0.620689655172,16.0753317721,15.4730679157,90.0,0.0,40.0,41.0,3.0,0.0,41.0,13.0,12.0,6.0,25.0,22.0,14.0,0.0,43.0,43.0,0.0,1,0
60,252.0,43,9.68455829216,1.15884692939,0.0847980234354,12.7967766315,0.523153984612,13.9431216931,17.1038359788,85.7636055946,0.0,32.0,37.0,0.0,2.0,51.0,1.0,0.0,7.0,61.0,21.0,0.0,0.0,40.0,55.0,0.0,0,6
61,220.5,49,9.67786015525,0.607971882611,0.169912868322,13.1165417652,1.7499998927,15.9886621315,12.8699924414,-79.2156982422,0.0,36.0,55.0,17.0,3.0,57.0,3.0,0.0,0.0,13.0,51.0,0.0,0.0,24.0,25.0,0.0,0,5
62,293.5,50,9.36790481952,0.98243792032,0.0766283524904,14.1393188357,0.620689655172,16.628052243,13.3441226576,90.0,0.0,54.0,62.0,16.0,0.0,15.0,56.0,7.0,0.0,50.0,44.0,7.0,0.0,48.0,7.0,0.0,0,7
63,282.0,49,10.1377240892,0.420905634623,0.213257860503,12.795539985,1.4537035813,13.8043735225,17.9970449173,-68.1985931396,0.0,31.0,28.0,0.0,5.0,52.0,2.0,0.0,24.0,50.0,41.0,9.0,3.0,46.0,50.0,0.0,0,4
64,241.0,36,10.480085765,0.671987537499,0.240094138131,13.6530516816,0.60000003918,17.1763485477,14.5082987552,87.7974019051,0.0,7.0,54.0,0.0,3.0,48.0,56.0,0.0,4.0,16.0,49.0,0.0,0.0,3.0,49.0,3.0,0,1
65,260.5,45,9.28248448365,0.655034393882,0.134646962233,14.6998216042,0.724137931034,15.040946897,17.7530390275,90.0,6.0,55.0,30.0,0.0,0.0,5.0,39.0,0.0,0.0,45.0,11.0,0.0,9.0,64.0,56.0,20.0,0,2
66,262.5,59,10.1627670405,0.748028232532,0.0890911600398,14.1139210756,0.596363657147,17.4977777778,16.4526984127,83.6598081589,0.0,49.0,40.0,0.0,1.0,17.0,46.0,0.0,0.0,25.0,40.0,13.0,0.0,35.0,54.0,25.0,0,3
67,278.5,55,10.2235753923,0.74484513367,0.0632988806296,14.1329357195,0.61862917534,17.434470377,15.9353680431,83.9909939766,1.0,46.0,44.0,0.0,2.0,23.0,49.0,0.0,0.0,12.0,49.0,14.0,0.0,44.0,55.0,15.0,0,3
68,430.5,31,12.3889687083,0.741662034808,0.0375493016748,13.8474056455,0.615979370706,16.0360046458,15.7142857143,85.6012949944,0.0,46.0,42.0,2.0,5.0,51.0,51.0,2.0,0.0,48.0,41.0,10.0,0.0,51.0,50.0,6.0,2,8
69,243.5,46,9.28947977721,0.760760627979,0.156896551724,13.877416866,0.689655172414,12.8583162218,13.0513347023,90.0,19.0,60.0,50.0,5.0,12.0,40.0,4.0,1.0,0.0,41.0,11.0,0.0,9.0,53.0,11.0,0.0,0,5
70,267.5,62,9.87849275668,0.418274974407,0.177339901478,12.9747966774,0.724137931034,15.5246105919,13.4510903427,90.0,3.0,50.0,56.0,3.0,4.0,20.0,49.0,2.0,11.0,48.0,43.0,10.0,0.0,41.0,3.0,0.0,0,7
71,252.5,28,10.0298625526,1.09916382573,0.165263730128,13.2935490911,1.85025370397,14.0943894389,14.6211221122,-87.7093887329,0.0,41.0,29.0,0.0,16.0,61.0,32.0,0.0,0.0,34.0,27.0,0.0,0.0,36.0,31.0,0.0,0,1
72,200.5,51,10.0324354898,0.808507110907,0.02722323049,15.1244875111,0.655172413793,16.3167082294,12.927680798,90.0,3.0,52.0,49.0,10.0,0.0,38.0,14.0,0.0,0.0,0.0,36.0,3.0,0.0,30.0,38.0,3.0,0,5
73,432.0,37,12.0060386578,0.665267662124,0.0871143375681,13.0970868393,0.655172413793,15.1485339506,15.400462963,90.0,0.0,51.0,40.0,4.0,8.0,54.0,35.0,14.0,13.0,24.0,35.0,5.0,4.0,56.0,29.0,0.0,1,0
74,249.5,57,8.94764468022,0.455104217436,0.107946921731,13.3737655558,1.51131232667,15.3026052104,17.2491649967,-65.5560455322,0.0,17.0,28.0,0.0,0.0,42.0,24.0,13.0,14.0,52.0,55.0,2.0,6.0,23.0,37.0,0.0,0,4
75,245.5,39,10.4467994755,2.2723789097,0.063968749451,13.2114165347,2.54347831322,14.7338764426,14.9517990496,-87.1375961304,0.0,39.0,39.0,0.0,0.0,41.0,37.0,0.0,0.0,48.0,24.0,0.0,0.0,45.0,25.0,0.0,0,1
76,393.0,49,10.8475627916,0.795774715459,0.0586206896552,13.8128224797,0.689655172414,15.5958439355,14.8074639525,90.0,2.0,46.0,52.0,9.0,6.0,48.0,40.0,10.0,0.0,44.0,36.0,0.0,2.0,50.0,55.0,0.0,1,8
77,263.0,49,9.13667427371,0.748028232532,0.0843932088893,14.46328276,0.571183546742,14.9366286439,17.1527249683,83.9909939766,3.0,62.0,24.0,0.0,8.0,16.0,34.0,0.0,0.0,33.0,18.0,1.0,0.0,62.0,64.0,16.0,0,2
78,459.0,29,12.5470113309,0.706647947328,0.059891107078,13.5268700877,0.655172413793,15.7839506173,15.9742193174,90.0,1.0,49.0,40.0,0.0,9.0,51.0,15.0,13.0,10.0,19.0,14.0,16.0,0.0,47.0,53.0,5.0,1,0
79,211.0,53,9.64222874109,1.07675196067,0.0101419878296,14.7724472088,0.586206896552,18.0039494471,14.7440758294,90.0,2.0,40.0,55.0,4.0,0.0,11.0,45.0,0.0,0.0,0.0,43.0,5.0,0.0,31.0,50.0,4.0,0,3
80,354.5,41,10.2157803722,0.652535266677,0.121141935248,13.4059729731,1.75000002731,14.9929478138,14.5481899389,-75.963760376,0.0,46.0,58.0,5.0,8.0,56.0,60.0,4.0,3.0,61.0,27.0,0.0,0.0,54.0,34.0,0.0,0,8
81,287.5,54,10.52580962,0.636619772368,0.117389789404,12.6515105714,0.633599993946,15.8075362319,13.0834782609,79.2157020569,6.0,45.0,28.0,0.0,7.0,44.0,56.0,8.0,0.0,3.0,33.0,11.0,0.0,36.0,28.0,0.0,1,9
82,299.0,55,11.9098994679,0.636619772368,0.107078039927,12.8104139855,0.655172413793,16.3366778149,11.6360089186,90.0,4.0,46.0,44.0,3.0,10.0,48.0,51.0,16.0,0.0,2.0,30.0,10.0,0.0,28.0,20.0,0.0,1,9
83,272.0,44,9.81091680583,0.703464848466,0.112522686025,13.8211892565,0.655172413793,17.2677696078,13.462622549,90.0,0.0,46.0,56.0,20.0,0.0,6.0,46.0,15.0,0.0,54.0,46.0,10.0,0.0,46.0,0.0,0.0,0,7
84,254.0,47,10.0988480036,0.697124957345,0.255485893417,14.0385644738,0.758620689655,17.8339895013,11.6482939633,90.0,3.0,53.0,60.0,41.0,1.0,5.0,41.0,14.0,0.0,16.0,40.0,0.0,0.0,48.0,6.0,0.0,0,7
85,285.0,60,9.81314505644,0.271889694449,0.106634287108,12.6132863382,1.28458497624,15.1304093567,16.214619883,-55.007976532,0.0,27.0,28.0,0.0,10.0,50.0,19.0,23.0,27.0,48.0,52.0,10.0,0.0,19.0,38.0,0.0,0,4
86,264.0,40,10.8544584549,0.697098650743,0.212660469327,12.7180118987,0.573033727102,14.5340909091,19.8453282828,61.1892051697,1.0,45.0,0.0,0.0,8.0,27.0,0.0,0.0,10.0,52.0,52.0,8.0,1.0,52.0,61.0,8.0,0,6
87,350.5,46,10.6128434659,0.77985922115,0.170598911071,13.8479755616,0.655172413793,14.0941512126,13.5611031859,90.0,10.0,58.0,39.0,6.0,6.0,45.0,48.0,2.0,0.0,54.0,25.0,0.0,11.0,62.0,2.0,0.0,0,8
88,403.0,34,11.4692822966,1.06103295395,0.0536398467433,13.8362088827,0.620689655172,16.1124896609,15.3126550868,90.0,1.0,47.0,47.0,2.0,0.0,53.0,51.0,5.0,0.0,46.0,44.0,10.0,0.0,47.0,45.0,2.0,2,8
89,435.0,38,12.2187853404,0.671633859848,0.101633393829,13.2001314694,0.655172413793,16.046743295,16.5781609195,90.0,0.0,40.0,28.0,0.0,7.0,37.0,17.0,6.0,6.0,26.0,8.0,19.0,0.0,37.0,50.0,14.0,1,0
90,227.5,23,10.2512535739,1.98059484737,0.00449780816724,12.8540395019,0.371681425442,14.767032967,15.7208791209,87.8789036274,0.0,32.0,33.0,0.0,0.0,40.0,29.0,0.0,0.0,48.0,24.0,0.0,0.0,37.0,35.0,0.0,0,1
91,245.0,58,9.30989734974,0.42353629484,0.17127040157,13.070599276,1.40712475062,15.3129251701,14.9557823129,-59.5344543457,0.0,42.0,12.0,0.0,12.0,48.0,35.0,26.0,0.0,36.0,44.0,0.0,0.0,32.0,20.0,0.0,0,4
92,293.5,45,10.1731746443,1.1121197258,0.0365111561866,14.7239142045,0.586206896552,16.9750141965,14.4434980125,90.0,0.0,61.0,59.0,1.0,0.0,34.0,48.0,1.0,0.0,7.0,47.0,2.0,0.0,38.0,60.0,11.0,0,3
93,318.0,23,11.1842344537,1.1389525615,0.0218870911601,13.1820593672,0.464226260577,14.0125786164,15.9234800839,81.4692344666,4.0,49.0,23.0,0.0,8.0,64.0,28.0,0.0,1.0,58.0,38.0,0.0,0.0,43.0,50.0,0.0,0,1
94,349.5,37,11.2393928983,0.74484513367,0.132486388385,14.6301936922,0.655172413793,14.6790653314,13.5283738674,90.0,5.0,64.0,58.0,5.0,1.0,45.0,45.0,4.0,0.0,49.0,23.0,0.0,4.0,60.0,20.0,0.0,1,8
95,225.0,56,10.4910859187,0.607682509987,0.0603490871375,14.5262018501,0.632835806253,15.9281481481,16.0244444444,84.8055710793,14.0,51.0,37.0,0.0,5.0,3.0,36.0,0.0,0.0,10.0,30.0,0.0,1.0,43.0,53.0,15.0,0,2
96,248.5,54,9.79046208014,0.684366255295,0.148820326679,14.1029984068,0.655172413793,17.5861837693,13.095908786,90.0,0.0,44.0,54.0,30.0,0.0,6.0,41.0,6.0,0.0,41.0,46.0,8.0,0.0,37.0,9.0,0.0,0,7
97,319.0,42,11.1300710905,0.655718365539,0.154264972777,12.9738173186,0.655172413793,16.263322884,18.2742946708,90.0,0.0,25.0,37.0,0.0,0.0,53.0,2.0,0.0,0.0,62.0,64.0,16.0,0.0,38.0,64.0,18.0,0,6
98,355.5,38,10.8877415936,0.848826363157,0.0862810168875,12.5569191851,0.544776077561,16.2240975152,15.3891233005,83.6598081589,0.0,39.0,50.0,0.0,2.0,61.0,57.0,0.0,0.0,44.0,50.0,5.0,0.0,32.0,49.0,0.0,1,8
99,493.0,30,12.6841719218,0.510348081981,0.0968801313629,13.249266701,0.724137931034,15.5500338066,16.1974306964,90.0,3.0,53.0,34.0,0.0,16.0,26.0,26.0,13.0,15.0,25.0,9.0,24.0,2.0,48.0,45.0,9.0,1,0
100,275.0,43,9.51892041745,1.01780568545,0.00471830595666,14.1485950454,0.540740694304,15.6157575758,15.3339393939,83.6598081589,3.0,56.0,54.0,0.0,1.0,22.0,40.0,0.0,0.0,38.0,19.0,1.0,0.0,50.0,56.0,5.0,0,2
101,430.5,30,11.4405683795,0.725746540499,0.0671506352087,13.6880767255,0.655172413793,16.035617499,14.9396051103,90.0,2.0,39.0,44.0,9.0,10.0,55.0,53.0,4.0,0.0,39.0,16.0,16.0,0.0,43.0,37.0,0.0,2,8
102,338.5,42,10.7289936052,0.947070155189,0.101067218976,13.3677058315,1.73770489447,14.4815361891,14.4140817331,-81.8698959351,2.0,43.0,48.0,2.0,8.0,38.0,38.0,0.0,0.0,42.0,25.0,0.0,0.0,45.0,33.0,0.0,2,8
103,232.5,52,9.8969355875,1.02566518881,0.0238381437696,14.1191079014,1.71428558729,16.7770609319,15.6379928315,-87.3974456787,0.0,37.0,51.0,4.0,0.0,11.0,46.0,1.0,0.0,8.0,44.0,0.0,3.0,52.0,43.0,0.0,0,3
