area,width,contours,radius,circle_dist,rect_dist,hull_radius,aspect_ratio,centroid_x,centroid_y,corners,circles,angle,weight_0_0,weight_0_1,weight_0_2,weight_0_3,weight_0_4,weight_0_5,weight_0_6,weight_0_7,weight_1_0,weight_1_1,weight_1_2,weight_1_3,weight_1_4,weight_1_5,weight_1_6,weight_1_7,weight_2_0,weight_2_1,weight_2_2,weight_2_3,weight_2_4,weight_2_5,weight_2_6,weight_2_7,weight_3_0,weight_3_1,weight_3_2,weight_3_3,weight_3_4,weight_3_5,weight_3_6,weight_3_7,weight_4_0,weight_4_1,weight_4_2,weight_4_3,weight_4_4,weight_4_5,weight_4_6,weight_4_7,weight_5_0,weight_5_1,weight_5_2,weight_5_3,weight_5_4,weight_5_5,weight_5_6,weight_5_7,weight_6_0,weight_6_1,weight_6_2,weight_6_3,weight_6_4,weight_6_5,weight_6_6,weight_6_7,weight_7_0,weight_7_1,weight_7_2,weight_7_3,weight_7_4,weight_7_5,weight_7_6,weight_7_7,num_holes,label
382.0,23,48,10.8977794555,0.520870722846,0.105847746112,14.315213536,0.591194875841,16.4096858639,16.109947644,30,1,78.6900672913,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,8.0,0.0,0.0,0.0,12.0,10.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,16.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,9.0,14.0,16.0,11.0,0.0,2,8
212.0,15,36,9.70843677368,1.7604485542,0.0295227562473,13.370348106,0.438538189901,15.8907232704,15.2830188679,18,2,84.2894077301,0.0,0.0,7.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,9.0,0.0,0.0,0,5
263.0,17,47,8.89777928846,1.03948072207,0.153017241379,12.411415393,0.551724137931,17.0754119138,13.5297845374,23,1,90.0,0.0,0.0,0.0,15.0,16.0,7.0,0.0,0.0,0.0,0.0,6.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,15.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,7
248.0,19,59,9.54014056281,1.06103295395,0.0383141762452,13.1544673157,0.620689655172,15.0443548387,13.8783602151,26,2,90.0,0.0,0.0,13.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,16.0,16.0,13.0,11.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0,5
418.0,18,28,12.4149290042,0.935280900145,0.0466531440162,13.0099229335,0.586206896552,16.1419457735,15.8504784689,30,2,90.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,14.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,10.0,13.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,10.0,0.0,0.0,1,0
340.0,22,45,10.4511624439,0.673449015397,0.143752088571,14.6108943633,0.677777762202,15.8058823529,18.3274509804,25,2,86.1859250069,0.0,0.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,16.0,8.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,16.0,15.0,16.0,8.0,0.0,0.0,0.0,16.0,10.0,0.0,11.0,16.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,10.0,0.0,2,8
232.5,20,53,9.39787276164,0.786225418874,0.032667876588,13.8607142597,0.655172413793,16.3612903226,14.8659498208,27,3,90.0,0.0,0.0,6.0,14.0,13.0,12.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,12.0,7.0,0.0,0.0,0.0,0.0,11.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,9.0,15.0,11.0,0.0,0.0,0.0,0,5
226.0,20,57,9.44012724126,0.461549334966,0.174392767117,12.3740491187,1.36036040188,15.5744837758,16.941740413,23,0,-59.036239624,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,12.0,7.0,0.0,0.0,6.0,16.0,7.0,7.0,16.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,4
238.5,18,39,9.07209844312,0.699495799268,0.155402620094,12.995436638,0.568376076743,15.6512928022,13.7980433263,25,0,87.614055872,0.0,0.0,14.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0,7
351.5,19,38,11.1265969992,1.15141724262,0.00574712643678,14.1000114944,0.620689655172,16.1119013751,14.0066382172,24,2,90.0,0.0,0.0,6.0,13.0,15.0,8.0,0.0,0.0,0.0,0.0,16.0,12.0,12.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,15.0,13.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,11.0,7.0,16.0,0.0,0.0,0.0,0.0,10.0,13.0,16.0,13.0,0.0,0.0,1,9
195.0,18,56,9.00067303633,0.95099990687,0.0628803245436,14.1511583573,0.586206896552,14.8247863248,16.3051282051,23,0,90.0,0.0,0.0,0.0,7.0,15.0,6.0,0.0,0.0,0.0,0.0,10.0,13.0,14.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,14.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,12.0,0.0,0.0,0,2
241.0,20,44,9.86922786554,0.811690209769,0.00810599156671,15.0603893789,0.618181834588,18.9633471646,16.0470262794,26,3,87.7974019051,0.0,0.0,14.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,9.0,0.0,0,3
449.0,20,34,12.8037501973,0.703464848466,0.0617059891107,13.2826843761,0.655172413793,15.6971046771,16.141796585,26,4,90.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,16.0,16.0,14.0,16.0,7.0,0.0,0.0,7.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,15.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,7.0,0.0,0.0,1,0
220.5,21,46,10.8462236519,0.792591616598,0.0650536879912,14.1480385398,0.593525197064,16.6152683296,15.6742252457,24,2,83.6598081589,0.0,0.0,9.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,12.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,10.0,7.0,0.0,0.0,0.0,9.0,12.0,8.0,9.0,12.0,0.0,0,2
254.0,19,43,9.72172443013,1.01387593377,0.0842911877395,14.135688024,0.620689655172,14.0111548556,16.5682414698,25,1,90.0,0.0,0.0,15.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,14.0,13.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,11.0,6.0,0.0,0.0,0,2
222.0,21,54,9.04877153672,0.493380323585,0.157410683345,12.5615786711,1.40000005853,14.7672672673,17.3040540541,21,1,-61.3895378113,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,16.0,0.0,6.0,15.0,10.0,0.0,0.0,8.0,16.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,4
266.5,20,44,10.6694715858,0.655718365539,0.189013672146,13.2520451525,0.542594977055,16.3452157598,19.5115697311,27,4,70.8209915161,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,14.0,16.0,14.0,0.0,1,6
225.0,22,54,9.62437237807,0.302525924885,0.160379595238,12.5872090752,1.43055558272,14.6740740741,16.7925925926,33,1,-61.6992454529,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,11.0,12.0,0.0,0.0,10.0,13.0,0.0,7.0,16.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0,4
200.0,15,35,8.12639776408,1.55257271016,0.0397775399588,13.9369608168,2.25818174368,14.2283333333,14.4483333333,18,0,-87.27368927,0.0,0.0,6.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,12.0,16.0,14.0,8.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,6.0,0.0,0.0,0.0,0,5
319.5,23,47,10.2004795261,0.45247355722,0.25231189669,13.2364570601,1.50531905341,18.6489306208,12.1424100156,32,3,-77.4711914062,0.0,0.0,0.0,0.0,10.0,16.0,11.0,0.0,0.0,0.0,0.0,14.0,12.0,7.0,16.0,0.0,0.0,0.0,15.0,15.0,0.0,10.0,15.0,0.0,0.0,6.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,1,4
193.5,20,64,9.51449153847,0.62388737692,0.206779553744,12.6892385243,1.57333358484,15.857881137,18.2153316107,27,2,-82.8749847412,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,7.0,0.0,0.0,8.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,4
217.5,16,33,9.29677490429,1.15884692939,0.119540229885,13.7771513802,0.51724137931,13.9356321839,13.6482758621,20,0,90.0,0.0,0.0,6.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,16.0,16.0,13.0,6.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0,5
295.0,19,48,10.1201766439,1.07282220899,0.0116060593906,14.0845437095,0.591962931206,16.7740112994,15.4367231638,27,2,87.3974378109,0.0,0.0,10.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,13.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,11.0,8.0,13.0,16.0,0.0,0.0,0.0,0.0,14.0,16.0,14.0,7.0,0.0,0.0,0,3
263.0,24,43,9.60411734494,0.492938226521,0.160513668832,14.8007850865,1.65251980583,16.6996197719,13.1958174905,22,1,-78.1113433838,0.0,0.0,11.0,15.0,16.0,16.0,15.0,0.0,0.0,0.0,9.0,12.0,10.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,12.0,13.0,16.0,13.0,0.0,0.0,0.0,9.0,12.0,16.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0,7
276.0,20,46,8.18076055134,0.509295817894,0.19645529704,12.4855338821,1.43692309197,15.6497584541,17.0555555556,21,0,-61.9275131226,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,12.0,0.0,0.0,0.0,0.0,12.0,14.0,8.0,16.0,0.0,0.0,0.0,7.0,16.0,12.0,14.0,14.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0,4
402.5,22,38,11.8196094656,0.57611458739,0.0985221674877,13.527202166,0.724137931034,15.7842650104,18.1076604555,23,2,90.0,0.0,0.0,0.0,15.0,16.0,8.0,0.0,0.0,0.0,0.0,10.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,12.0,11.0,0.0,0.0,0.0,8.0,16.0,16.0,15.0,15.0,11.0,0.0,0.0,7.0,16.0,12.0,0.0,12.0,16.0,0.0,0.0,0.0,15.0,15.0,11.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,16.0,15.0,6.0,0.0,1,6
261.5,20,40,9.75863775595,0.614338080335,0.239883467212,12.5481394512,0.649230784776,16.7316762269,11.6762268961,22,1,79.6951532364,0.0,0.0,0.0,14.0,16.0,8.0,0.0,0.0,0.0,0.0,15.0,15.0,16.0,14.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,6.0,0.0,8.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,9
198.5,17,58,10.2795598491,1.2085828491,0.0797413793103,12.239994079,0.551724137931,15.7195633921,16.9815281276,33,2,90.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,10.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,1,0
241.5,17,55,9.59350086691,1.28318672868,0.00275286290229,13.3140622867,1.97986574893,15.5155279503,17.8102139406,28,2,-84.2894058228,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,11.0,0.0,0.0,2,8
